ticker,price_date,close_price,daily_return_pct,ma_7d,ma_30d,ma_90d,volatility_30d_annualized
JPM,2024-04-16,174.21804809570312,-1.1428,179.3692,187.4061,187.1757,20.6798
JPM,2024-04-16,174.21804809570312,0.0,177.3552,186.9921,186.8744,20.6798
JPM,2024-04-17,173.52426147460938,-0.3982,175.2422,186.5258,186.571,20.5815
JPM,2024-04-17,173.52426147460938,0.0,174.8692,186.0596,186.2811,20.5815
JPM,2024-04-18,174.6516876220703,0.6497,174.6572,185.51,186.0282,19.7135
JPM,2024-04-18,174.65167236328125,-0.0,174.4314,184.9603,185.7862,19.7135
JPM,2024-04-19,179.03602600097656,2.5103,174.832,184.5319,185.6456,21.2492
JPM,2024-04-19,179.0360107421875,-0.0,175.5203,184.1034,185.5107,21.2492
JPM,2024-04-22,182.5146026611328,1.943,176.7055,183.8344,185.4508,22.1008
JPM,2024-04-22,182.5146026611328,0.0,177.9898,183.5654,185.3932,22.1008
JPM,2024-04-23,185.14523315429688,1.4413,179.65,183.3866,185.3884,22.5679
JPM,2024-04-23,185.1452178955078,-0.0,181.1491,183.2078,185.3838,22.5679
JPM,2024-04-24,186.05099487304688,0.4892,182.7775,183.077,185.3962,22.6201
JPM,2024-04-24,186.0510101318359,0.0,183.7797,182.9463,185.4081,22.6201
JPM,2024-04-25,186.33042907714844,0.1502,184.8217,182.8731,185.4246,22.5286
JPM,2024-04-25,186.3304443359375,0.0,185.3668,182.7998,185.4405,22.5286
JPM,2024-04-26,186.4460601806641,0.062,185.9285,182.6726,185.4578,22.351
JPM,2024-04-26,186.4460906982422,0.0,186.1143,182.5454,185.4745,22.351
JPM,2024-04-29,186.24371337890625,-0.1085,186.2712,182.3784,185.4874,22.2836
JPM,2024-04-29,186.2437286376953,0.0,186.2988,182.2114,185.4998,22.2836
JPM,2024-04-30,184.75978088378903,-0.7968,186.1143,182.0376,185.4878,22.3158
JPM,2024-04-30,184.75979614257812,0.0,185.8899,181.8639,185.4763,22.3158
JPM,2024-05-01,184.8754119873047,0.0626,185.6821,181.7479,185.4669,22.199
JPM,2024-05-01,184.8754119873047,0.0,185.4577,181.632,185.4578,22.199
JPM,2024-05-02,184.6826934814453,-0.1042,185.2058,181.5109,185.446,22.1993
JPM,2024-05-02,184.6827087402344,0.0,184.9828,181.3898,185.4346,22.1993
JPM,2024-05-03,183.5745849609375,-0.6,184.6015,181.6377,185.4073,11.3173
JPM,2024-05-03,183.57455444335935,-0.0,184.4322,181.8857,185.3807,11.3173
JPM,2024-05-06,185.01031494140625,0.7821,184.468,182.1783,185.3754,11.4648
JPM,2024-05-06,185.0102996826172,-0.0,184.4872,182.4709,185.3703,11.4648
JPM,2024-05-07,184.76942443847656,-0.1302,184.4721,182.8226,185.3619,10.8188
JPM,2024-05-07,184.7694091796875,-0.0,184.4845,183.1743,185.3538,10.8188
JPM,2024-05-08,188.5274353027344,2.0339,185.0337,183.6745,185.3967,11.896
JPM,2024-05-08,188.5274353027344,0.0,185.7413,184.1746,185.4385,11.896
JPM,2024-05-09,190.31007385253903,0.9456,186.7035,184.6965,185.5026,12.0064
JPM,2024-05-09,190.31008911132812,0.0,187.4606,185.2185,185.565,12.0064
JPM,2024-05-10,191.53387451171875,0.643,188.3925,185.635,185.6415,10.0682
JPM,2024-05-10,191.5338592529297,-0.0,189.3589,186.0516,185.7161,10.0682
JPM,2024-05-13,191.4953155517578,-0.0201,190.3197,186.351,185.7883,8.6717
JPM,2024-05-13,191.49533081054688,0.0,190.7437,186.6504,185.8588,8.6717
JPM,2024-05-14,194.1741180419922,1.3989,191.5504,186.9513,185.9602,8.618
JPM,2024-05-14,194.1741180419922,0.0,192.1024,187.2523,186.0592,8.618
JPM,2024-05-15,194.75228881835935,0.2978,192.737,187.5423,186.1627,8.5723
JPM,2024-05-15,194.7522735595703,-0.0,193.1968,187.8324,186.2637,8.5723
JPM,2024-05-16,195.0991668701172,0.1781,193.7061,188.1247,186.3665,8.5726
JPM,2024-05-16,195.09915161132812,-0.0,194.2209,188.417,186.4668,8.5726
JPM,2024-05-17,197.3347015380859,1.1459,195.0551,188.7799,186.5903,9.0338
JPM,2024-05-17,197.3347015380859,0.0,195.5066,189.1429,186.7111,9.0338
JPM,2024-05-20,188.45999145507812,-4.4973,194.6903,189.2167,186.7305,16.317
JPM,2024-05-20,188.45999145507812,0.0,193.7914,189.2906,186.8236,16.317
JPM,2024-05-21,192.2565765380859,2.0145,193.4349,189.5405,186.9342,17.074
JPM,2024-05-21,192.25656127929688,-0.0,193.0288,189.7904,187.0196,17.074
JPM,2024-05-22,191.0905914306641,-0.6065,192.4562,189.9976,187.08,17.2094
JPM,2024-05-22,191.09060668945312,0.0,191.5641,190.2047,187.1404,17.2094
JPM,2024-05-23,189.7512054443359,-0.7009,190.4808,190.3737,187.1589,17.362
JPM,2024-05-23,189.7512054443359,0.0,190.6652,190.5426,187.1774,17.362
JPM,2024-05-24,193.4032440185547,1.9246,191.3714,190.8703,187.2075,18.012
JPM,2024-05-24,193.4032440185547,0.0,191.5352,191.1979,187.2375,18.012
JPM,2024-05-28,192.23728942871097,-0.6029,191.5325,191.4388,187.2805,18.0572
JPM,2024-05-28,192.23727416992188,-0.0,191.6963,191.6797,187.3236,18.0572
JPM,2024-05-29,190.8978729248047,-0.6967,191.6688,191.884,187.3709,18.2033
JPM,2024-05-29,190.8978729248047,0.0,191.8326,192.0882,187.4182,18.2033
JPM,2024-05-30,192.0734710693359,0.6158,192.1643,192.2064,187.4689,17.3484
JPM,2024-05-30,192.0734710693359,0.0,191.9744,192.3247,187.5196,17.3484
JPM,2024-05-31,195.25335693359375,1.6556,192.2387,192.4894,187.5653,17.7772
JPM,2024-05-31,195.2533416748047,-0.0,192.6695,192.6542,187.611,17.7772
JPM,2024-06-03,194.47283935546875,-0.3997,192.9889,192.7522,187.6397,17.753
JPM,2024-06-03,194.47283935546875,0.0,193.4996,192.8501,187.6684,17.753
JPM,2024-06-04,191.90965270996097,-1.318,193.6441,192.8639,187.6831,18.195
JPM,2024-06-04,191.90966796875,0.0,193.6207,192.8778,187.6978,18.195
JPM,2024-06-05,190.07882690429688,-0.954,193.3358,192.7412,187.693,17.9141
JPM,2024-06-05,190.07882690429688,0.0,192.5966,192.6047,187.6883,17.9141
JPM,2024-06-06,189.7415771484375,-0.1774,191.8092,192.4377,187.6857,17.8835
JPM,2024-06-06,189.7415771484375,0.0,191.1333,192.2707,187.6831,17.8835
JPM,2024-06-07,192.6708984375,1.5438,190.8759,192.1897,187.7292,18.4831
JPM,2024-06-07,192.6708984375,0.0,190.9846,192.1088,187.7752,18.4831
JPM,2024-06-10,192.34329223632812,-0.17,191.0466,191.9424,187.7983,18.1428
JPM,2024-06-10,192.34327697753903,-0.0,191.37,191.776,187.8214,18.1428
JPM,2024-06-11,187.2844085693359,-2.6301,190.9708,191.7369,187.7773,14.6653
JPM,2024-06-11,187.28439331054688,-0.0,190.6198,191.6977,187.7332,14.6653
JPM,2024-06-12,184.55743408203125,-1.4561,189.8792,191.441,187.6731,13.9188
JPM,2024-06-12,184.5574493408203,0.0,188.7202,191.1844,187.6129,13.9188
JPM,2024-06-13,186.60989379882812,1.1121,187.8543,191.035,187.5935,14.2962
JPM,2024-06-13,186.6099090576172,0.0,187.0353,190.8857,187.5741,14.2962
JPM,2024-06-14,186.72552490234375,0.062,186.2327,190.7848,187.5565,14.1766
JPM,2024-06-14,186.72552490234375,0.0,186.1529,190.684,187.5388,14.1766
JPM,2024-06-17,187.88185119628903,0.6193,186.2382,190.4999,187.6693,13.0575
JPM,2024-06-17,187.8818359375,-0.0,186.7131,190.3159,187.7998,13.0575
JPM,2024-06-18,189.82830810546875,1.036,187.4661,190.2356,187.9509,13.362
JPM,2024-06-18,189.82830810546875,0.0,187.9259,190.1553,188.102,13.362
JPM,2024-06-20,191.4375,0.8477,188.6156,190.1733,188.2933,13.4505
JPM,2024-06-20,191.4375,0.0,189.2887,190.1913,188.4846,13.4505
JPM,2024-06-21,189.15380859375,-1.1929,189.6356,190.0939,188.6583,13.7638
JPM,2024-06-21,189.15379333496097,-0.0,189.8173,189.9966,188.8319,13.7638
JPM,2024-06-24,191.6398468017578,1.3143,190.3542,189.8762,189.0207,13.4283
JPM,2024-06-24,191.6398773193359,0.0,190.6129,189.7557,189.2095,13.4283
JPM,2024-06-25,190.85934448242188,-0.4073,190.7602,189.6353,189.3408,13.43
JPM,2024-06-25,190.85935974121097,0.0,190.6776,189.5148,189.4722,13.43
JPM,2024-06-26,190.2426300048828,-0.3231,190.507,189.4592,189.5581,12.9194
JPM,2024-06-26,190.24266052246097,0.0,190.6625,189.4037,189.6439,12.9194
JPM,2024-06-27,191.91929626464844,0.8813,191.0576,189.465,189.7192,12.8686
JPM,2024-06-27,191.91929626464844,0.0,191.0975,189.5264,189.7945,12.8686
JPM,2024-06-28,194.89678955078125,1.5514,191.5628,189.6982,189.8928,13.5763
JPM,2024-06-28,194.8968048095703,0.0,192.1395,189.8701,189.991,13.5763
JPM,2024-07-01,197.97068786621097,1.5772,193.1555,190.0467,190.1204,13.6076
JPM,2024-07-01,197.9706573486328,-0.0,194.2595,190.2234,190.2497,13.6076
JPM,2024-07-02,201.22764587402344,1.6452,195.8287,190.5195,190.414,14.3009
JPM,2024-07-02,201.22764587402344,0.0,197.1585,190.8157,190.5782,14.3009
JPM,2024-07-03,201.09271240234375,-0.0671,198.469,191.2759,190.7432,11.6472
JPM,2024-07-03,201.0927276611328,0.0,199.3541,191.7362,190.9082,11.6472
JPM,2024-07-05,198.4281463623047,-1.3251,199.8586,192.1986,191.06,11.4865
JPM,2024-07-05,198.4281463623047,0.0,199.924,192.6609,191.2119,11.4865
JPM,2024-07-08,198.79635620117188,0.1856,200.0419,193.0671,191.3666,11.1883
JPM,2024-07-08,198.79635620117188,0.0,199.6946,193.4734,191.5213,11.1883
JPM,2024-07-09,201.1799468994141,1.199,199.6878,193.9552,191.7046,11.5344
JPM,2024-07-09,201.1799468994141,0.0,199.7002,194.437,191.8879,11.5344
JPM,2024-07-10,201.3446502685547,0.0819,199.7362,194.8858,192.0853,11.4906
JPM,2024-07-10,201.3446502685547,0.0,200.1529,195.3345,192.2828,11.4906
JPM,2024-07-11,201.00552368164065,-0.1684,200.5211,195.7071,192.4605,11.288
JPM,2024-07-11,201.00552368164065,0.0,200.8367,196.0797,192.6382,11.288
JPM,2024-07-12,198.5735015869141,-1.2099,200.8048,196.3175,192.7916,11.8145
JPM,2024-07-12,198.5735015869141,0.0,200.4325,196.5554,192.945,11.8145
JPM,2024-07-15,203.5247802734375,2.4934,200.7674,197.0344,193.1116,13.012
JPM,2024-07-15,203.52476501464844,-0.0,201.0789,197.5135,193.2782,13.012
JPM,2024-07-16,206.98382568359375,1.6996,201.8845,198.0249,193.4635,13.3305
JPM,2024-07-16,206.98385620117188,0.0,202.7385,198.5364,193.6488,13.3305
JPM,2024-07-17,210.1328887939453,1.5214,204.0424,199.1788,193.8554,13.659
JPM,2024-07-17,210.1329040527344,0.0,205.6938,199.8213,194.0621,13.659
JPM,2024-07-18,203.4569091796875,-3.177,206.3914,200.2618,194.195,16.9445
JPM,2024-07-18,203.4569091796875,0.0,206.3817,200.7022,194.3279,16.9445
JPM,2024-07-19,203.26315307617188,-0.0952,206.3443,201.0804,194.4289,16.8543
JPM,2024-07-19,203.26315307617188,0.0,205.8128,201.4585,194.5299,16.8543
JPM,2024-07-22,203.7476043701172,0.2383,205.3505,201.7535,194.6298,16.3598
JPM,2024-07-22,203.7476043701172,0.0,204.4383,202.0486,194.7298,16.3598
JPM,2024-07-23,203.79608154296875,0.0238,203.5331,202.2427,194.8264,15.7947
JPM,2024-07-23,203.79608154296875,0.0,203.5815,202.4369,194.923,15.7947
JPM,2024-07-24,202.1101226806641,-0.8273,203.3891,202.4663,194.9761,15.3131
JPM,2024-07-24,202.110107421875,-0.0,203.2244,202.4957,195.0292,15.3131
JPM,2024-07-25,202.18763732910156,0.0384,203.0707,202.5322,195.1817,15.311
JPM,2024-07-25,202.1876220703125,-0.0,202.8479,202.5687,195.3342,15.311
JPM,2024-07-26,205.6467132568359,1.7108,203.1192,202.8094,195.483,15.5157
JPM,2024-07-26,205.646728515625,0.0,203.3836,203.05,195.6318,15.5157
JPM,2024-07-29,204.29991149902344,-0.6549,203.4555,203.2334,195.7785,15.677
JPM,2024-07-29,204.29991149902344,0.0,203.7684,203.4169,195.9253,15.677
JPM,2024-07-30,208.5050811767578,2.0583,204.6819,203.6611,196.1337,16.3843
JPM,2024-07-30,208.5050811767578,0.0,205.5844,203.9052,196.3421,16.3843
JPM,2024-07-31,206.1893310546875,-1.1106,206.1561,204.0667,196.4841,16.7712
JPM,2024-07-31,206.1893310546875,0.0,206.2336,204.2282,196.6262,16.7712
JPM,2024-08-01,201.49969482421875,-2.2744,205.6412,204.2447,196.7291,18.1051
JPM,2024-08-01,201.4997100830078,0.0,205.2412,204.2612,196.832,18.1051
JPM,2024-08-02,192.95367431640625,-4.2412,203.6203,204.0738,196.8549,21.6675
JPM,2024-08-02,192.95367431640625,0.0,201.3986,203.8865,196.8777,21.6675
JPM,2024-08-05,188.8453826904297,-2.1292,198.5901,203.3972,196.8418,21.0169
JPM,2024-08-05,188.84539794921875,0.0,196.1124,202.9079,196.806,21.0169
JPM,2024-08-06,194.11639404296875,2.7912,194.3877,202.479,196.7933,22.1027
JPM,2024-08-06,194.11639404296875,0.0,193.3329,202.05,196.7807,22.1027
JPM,2024-08-07,194.1745452880859,0.03,192.2865,201.5181,196.7774,21.5054
JPM,2024-08-07,194.1745147705078,-0.0,192.4609,200.9861,196.7741,21.5054
JPM,2024-08-08,197.72080993652344,1.8263,193.1419,200.7949,196.8387,20.4595
JPM,2024-08-08,197.7208251953125,0.0,194.4098,200.6037,196.9032,20.4595
JPM,2024-08-09,199.40679931640625,0.8527,195.9186,200.4752,197.0069,20.6399
JPM,2024-08-09,199.4067840576172,-0.0,196.6744,200.3467,197.1105,20.6399
JPM,2024-08-12,199.78466796875,0.1895,197.4841,200.2146,197.2221,20.6344
JPM,2024-08-12,199.78468322753903,0.0,198.2856,200.0825,197.3337,20.6344
JPM,2024-08-13,201.48031616210935,0.8487,199.3293,200.0053,197.4316,20.8004
JPM,2024-08-13,201.48031616210935,0.0,199.8663,199.9281,197.5295,20.8004
JPM,2024-08-14,203.70884704589844,1.1061,200.7218,199.9814,197.6557,20.9106
JPM,2024-08-14,203.7088928222656,0.0,201.3364,200.0347,197.782,20.9106
JPM,2024-08-15,204.97816467285156,0.6231,202.1323,200.1277,197.9786,20.9801
JPM,2024-08-15,204.97816467285156,0.0,202.8742,200.2207,198.1752,20.9801
JPM,2024-08-16,207.3229827880859,1.1439,203.9511,200.2766,198.4282,20.6529
JPM,2024-08-16,207.3229827880859,0.0,204.7858,200.3324,198.6811,20.6529
JPM,2024-08-19,208.7570037841797,0.6917,205.8253,200.481,198.9272,20.6306
JPM,2024-08-19,208.75698852539065,-0.0,206.5465,200.6296,199.1733,20.6306
JPM,2024-08-20,207.85589599609375,-0.4316,207.1389,200.6079,199.4081,19.8015
JPM,2024-08-20,207.8559112548828,0.0,207.55,200.5863,199.6428,19.8015
JPM,2024-08-21,207.93341064453125,0.0373,207.9722,200.6444,199.8656,19.521
JPM,2024-08-21,207.93341064453125,0.0,208.0594,200.7026,200.0884,19.521
JPM,2024-08-22,209.9003448486328,0.9459,208.4276,200.9826,200.3115,18.4093
JPM,2024-08-22,209.90036010742188,0.0,208.5909,201.2626,200.5345,18.4093
JPM,2024-08-23,211.5281524658203,0.7755,208.9868,201.8818,200.7577,12.9646
JPM,2024-08-23,211.52813720703125,-0.0,209.5114,202.5009,200.9809,12.9646
JPM,2024-08-26,212.36143493652344,0.3939,210.155,203.2848,201.2388,10.7049
JPM,2024-08-26,212.36143493652344,0.0,210.7876,204.0687,201.4967,10.7049
JPM,2024-08-27,213.34005737304688,0.4608,211.56,204.7094,201.7378,7.9455
JPM,2024-08-27,213.34005737304688,0.0,212.0514,205.3502,201.9789,7.9455
JPM,2024-08-28,214.4155731201172,0.5041,212.6964,206.0249,202.2406,7.9158
JPM,2024-08-28,214.41558837890625,0.0,213.1089,206.6996,202.5024,7.9158
JPM,2024-08-29,215.3070373535156,0.4158,213.6487,207.2858,202.7809,6.5381
JPM,2024-08-29,215.3070068359375,-0.0,214.0695,207.872,203.0593,6.5381
JPM,2024-08-30,217.81654357910156,1.1656,214.8488,208.4857,203.3471,6.8305
JPM,2024-08-30,217.81655883789065,0.0,215.4883,209.0994,203.6348,6.8305
JPM,2024-09-03,213.4563446044922,-2.0018,215.505,209.5551,203.8411,9.5412
JPM,2024-09-03,213.4563446044922,0.0,215.3679,210.0108,204.0473,9.5412
JPM,2024-09-04,212.5164794921875,-0.4403,215.0966,210.3787,204.2089,9.5376
JPM,2024-09-04,212.5164794921875,0.0,214.698,210.7466,204.3705,9.5376
JPM,2024-09-05,210.8693084716797,-0.7751,214.064,210.9852,204.4776,9.5081
JPM,2024-09-05,210.86927795410156,-0.0,213.0715,211.2239,204.5848,9.5081
JPM,2024-09-06,205.85989379882812,-2.3756,211.3634,211.2533,204.6377,11.8136
JPM,2024-09-06,205.85989379882812,0.0,210.2782,211.2827,204.6907,11.8136
JPM,2024-09-09,210.07473754882812,2.0474,209.7952,211.3744,204.8201,12.8106
JPM,2024-09-09,210.07473754882812,0.0,209.4463,211.4661,204.9495,12.8106
JPM,2024-09-10,199.1742248535156,-5.1889,207.5403,211.1467,204.9537,19.716
JPM,2024-09-10,199.1742401123047,0.0,205.8696,210.8273,204.9579,19.716
JPM,2024-09-11,200.79232788085935,0.8124,204.43,210.5918,204.9536,19.8899
JPM,2024-09-11,200.79237365722656,0.0,203.7061,210.3564,204.9493,19.8899
JPM,2024-09-12,200.1819305419922,-0.304,202.8949,210.098,204.9364,19.8929
JPM,2024-09-12,200.1819305419922,0.0,201.4817,209.8396,204.9235,19.8929
JPM,2024-09-13,197.97276306152344,-1.1036,199.7528,209.442,204.8898,19.8264
JPM,2024-09-13,197.97276306152344,0.0,199.5812,209.0445,204.8561,19.8264
JPM,2024-09-16,201.4027862548828,1.7326,199.8996,208.7069,204.8875,20.4155
JPM,2024-09-16,201.40281677246097,0.0,199.9868,208.3694,204.9189,20.4155
JPM,2024-09-17,202.7496032714844,0.6687,200.2664,208.049,204.9103,20.4951
JPM,2024-09-17,202.74961853027344,0.0,200.6332,207.7286,204.9017,20.4951
JPM,2024-09-18,201.08303833007812,-0.822,200.7619,207.3201,204.8362,20.5023
JPM,2024-09-18,201.08303833007812,0.0,201.2062,206.9115,204.7706,20.5023
JPM,2024-09-19,203.94140625,1.4215,202.0589,206.5624,204.7018,20.9395
JPM,2024-09-19,203.94139099121097,-0.0,202.4216,206.2132,204.633,20.9395
JPM,2024-09-20,204.5324554443359,0.2898,202.8687,205.8541,204.645,20.9126
JPM,2024-09-20,204.532470703125,0.0,203.1233,205.4949,204.6569,20.9126
JPM,2024-09-23,204.87158203125,0.1658,203.4265,205.0634,204.6748,20.5587
JPM,2024-09-23,204.87156677246097,-0.0,203.9677,204.6319,204.6926,20.5587
JPM,2024-09-24,205.0169219970703,0.0709,204.5297,204.3506,204.7068,19.8416
JPM,2024-09-24,205.01690673828125,-0.0,204.6833,204.0693,204.7209,19.8416
JPM,2024-09-25,203.6604156494141,-0.6616,204.6432,203.7741,204.7193,19.8823
JPM,2024-09-25,203.6603851318359,-0.0,204.5186,203.4789,204.7178,19.8823
JPM,2024-09-26,203.26315307617188,-0.195,204.3373,203.2254,204.7307,19.7907
JPM,2024-09-26,203.26315307617188,0.0,204.1075,202.9718,204.7435,19.7907
JPM,2024-09-27,203.9607696533203,0.3432,203.9774,202.9085,204.7632,18.6262
JPM,2024-09-27,203.96078491210935,0.0,203.8265,202.8452,204.7829,18.6262
JPM,2024-09-30,204.30958557128903,0.171,203.7255,202.653,204.768,17.5772
JPM,2024-09-30,204.30960083007812,0.0,203.8182,202.4609,204.7532,17.5772
JPM,2024-10-01,200.6082763671875,-1.8116,203.3822,202.5087,204.7121,10.2611
JPM,2024-10-01,200.60824584960935,-0.0,203.0029,202.5565,204.6711,10.2611
JPM,2024-10-02,200.8504943847656,0.1208,202.6583,202.5584,204.5861,9.9928
JPM,2024-10-02,200.8505096435547,0.0,202.2139,202.5603,204.501,9.9928
JPM,2024-10-03,198.8544921875,-0.9938,201.4845,202.5161,204.4195,10.3697
JPM,2024-10-03,198.85447692871097,-0.0,200.7052,202.4718,204.338,10.3697
JPM,2024-10-04,205.91256713867188,3.5494,200.9342,202.7365,204.387,14.2048
JPM,2024-10-04,205.9125518798828,-0.0,201.6919,203.0012,204.4361,14.2048
JPM,2024-10-07,205.6298370361328,-0.1373,202.4093,203.1421,204.5769,13.3877
JPM,2024-10-07,205.6298370361328,0.0,203.092,203.283,204.7178,13.3877
JPM,2024-10-08,205.4543609619141,-0.0853,203.7497,203.3731,204.9023,13.2738
JPM,2024-10-08,205.45437622070312,0.0,204.6926,203.4633,205.0869,13.2738
JPM,2024-10-09,208.05728149414065,1.2669,206.0073,203.6958,205.2418,13.4641
JPM,2024-10-09,208.05728149414065,0.0,206.3136,203.9282,205.3967,13.4641
JPM,2024-10-10,207.49185180664065,-0.2718,206.5393,204.0466,205.5446,12.9221
JPM,2024-10-10,207.4918670654297,0.0,206.8053,204.1649,205.6926,12.9221
JPM,2024-10-11,216.7043914794922,4.4399,208.3873,204.5707,205.9035,18.1157
JPM,2024-10-11,216.70437622070312,-0.0,209.9945,204.9764,206.1145,18.1157
JPM,2024-10-14,215.91473388671875,-0.3644,211.4888,205.3445,206.2979,18.1892
JPM,2024-10-14,215.91476440429688,0.0,212.6113,205.7126,206.4813,18.1892
JPM,2024-10-15,216.80189514160156,0.4109,213.8606,206.1054,206.6704,18.198
JPM,2024-10-15,216.8018798828125,-0.0,215.1906,206.4983,206.8595,18.198
JPM,2024-10-16,218.02049255371097,0.5621,216.6946,206.9769,207.0432,18.0437
JPM,2024-10-16,218.02049255371097,0.0,216.8827,207.4556,207.227,18.0437
JPM,2024-10-17,218.7808837890625,0.3488,217.1793,207.9729,207.3945,18.0003
JPM,2024-10-17,218.7808837890625,0.0,217.5888,208.4901,207.562,18.0003
JPM,2024-10-18,219.70700073242188,0.4233,218.1305,209.015,207.7256,18.0053
JPM,2024-10-18,219.70701599121097,0.0,218.5455,209.5399,207.8893,18.0053
JPM,2024-10-21,217.3965759277344,-1.0516,218.6305,209.9761,208.0012,18.3988
JPM,2024-10-21,217.3965606689453,-0.0,218.5413,210.4123,208.1131,18.3988
JPM,2024-10-22,218.4884033203125,0.5022,218.6082,211.0083,208.2212,17.3797
JPM,2024-10-22,218.48841857910156,0.0,218.5664,211.6044,208.3294,17.3797
JPM,2024-10-23,217.7962646484375,-0.3168,218.4257,212.1692,208.4398,17.4629
JPM,2024-10-23,217.7962646484375,0.0,218.1528,212.7341,208.5503,17.4629
JPM,2024-10-24,219.32679748535156,0.7027,218.0985,213.4165,208.6769,17.0789
JPM,2024-10-24,219.32681274414065,0.0,218.3742,214.0989,208.8035,17.0789
JPM,2024-10-25,216.7238922119141,-1.1868,218.2781,214.4593,208.8793,14.6743
JPM,2024-10-25,216.72390747070312,0.0,218.0261,214.8196,208.9551,14.6743
JPM,2024-10-28,219.8337554931641,1.4349,218.2182,215.2931,209.0474,15.0855
JPM,2024-10-28,219.833740234375,-0.0,218.5093,215.7666,209.1397,15.0855
JPM,2024-10-29,217.299072265625,-1.153,218.4383,216.1614,209.1945,15.5867
JPM,2024-10-29,217.299072265625,0.0,218.1486,216.5562,209.2494,15.5867
JPM,2024-10-30,218.77113342285156,0.6774,218.0692,216.9133,209.3097,15.3248
JPM,2024-10-30,218.77114868164065,0.0,218.3617,217.2705,209.3701,15.3248
JPM,2024-10-31,216.34368896484375,-1.1096,218.3074,217.5655,209.3915,15.7228
JPM,2024-10-31,216.3436737060547,-0.0,217.8088,217.8606,209.4129,15.7228
JPM,2024-11-01,217.33807373046875,0.4596,217.4523,217.8817,209.4355,9.1168
JPM,2024-11-01,217.3380584716797,-0.0,217.4578,217.9028,209.4581,9.1168
JPM,2024-11-04,214.25746154785156,-1.4174,217.0233,217.8476,209.4185,9.9652
JPM,2024-11-04,214.25747680664065,0.0,216.3785,217.7924,209.379,9.9652
JPM,2024-11-05,215.92449951171875,0.778,215.9718,217.7631,209.4064,10.1593
JPM,2024-11-05,215.92449951171875,0.0,215.912,217.7339,209.4338,10.1593
JPM,2024-11-06,240.85198974609375,11.5445,219.4132,218.4949,209.7487,35.0121
JPM,2024-11-06,240.85198974609375,0.0,222.7723,219.256,210.0635,35.0121
JPM,2024-11-07,230.44036865234375,-4.3228,224.644,219.6446,210.2809,37.5451
JPM,2024-11-07,230.4403533935547,-0.0,226.9559,220.0333,210.4984,37.5451
JPM,2024-11-08,231.02528381347656,0.2538,229.3513,220.4105,210.778,37.5395
JPM,2024-11-08,231.0252685546875,-0.0,231.5085,220.7878,211.0576,37.5395
JPM,2024-11-11,233.27720642089844,0.9748,233.9875,221.3172,211.3154,37.4149
JPM,2024-11-11,233.27723693847656,0.0,232.9054,221.8465,211.5732,37.4149
JPM,2024-11-12,233.54046630859375,0.1128,231.8609,222.3483,211.9551,37.41
JPM,2024-11-12,233.5404510498047,-0.0,232.3038,222.85,212.3369,37.41
JPM,2024-11-13,235.10023498535156,0.6679,232.9694,223.4268,212.7181,37.3898
JPM,2024-11-13,235.10025024414065,0.0,233.5516,224.0036,213.0993,37.3898
JPM,2024-11-14,235.7924041748047,0.2944,234.2326,224.5524,213.495,37.3684
JPM,2024-11-14,235.7924041748047,0.0,234.5919,225.1013,213.8907,37.3684
JPM,2024-11-15,239.14596557617188,1.4223,235.4303,225.8487,214.3482,37.2513
JPM,2024-11-15,239.14596557617188,0.0,236.2311,226.5961,214.8056,37.2513
JPM,2024-11-18,238.8730010986328,-0.1141,236.9929,227.2307,215.222,37.1311
JPM,2024-11-18,238.87298583984375,-0.0,237.5319,227.8654,215.6383,37.1311
JPM,2024-11-19,236.9817352294922,-0.7917,237.8006,228.5215,216.0187,37.0226
JPM,2024-11-19,236.9817352294922,0.0,237.9705,229.1776,216.399,37.0226
JPM,2024-11-20,234.7297821044922,-0.9503,237.8187,229.7095,216.7729,37.1841
JPM,2024-11-20,234.72979736328125,0.0,237.1879,230.2415,217.1467,37.1841
JPM,2024-11-21,238.60975646972656,1.6529,237.1113,230.9837,217.5319,37.1619
JPM,2024-11-21,238.6097869873047,0.0,237.0737,231.7259,217.9171,37.1619
JPM,2024-11-22,242.30455017089844,1.5485,237.5639,232.5581,218.3368,37.3229
JPM,2024-11-22,242.30453491210935,-0.0,238.3243,233.3903,218.7565,37.3229
JPM,2024-11-25,244.00082397460935,0.7001,239.327,234.3818,219.1913,36.9352
JPM,2024-11-25,244.00082397460935,0.0,240.6514,235.3732,219.6261,36.9352
JPM,2024-11-26,243.6888732910156,-0.1278,241.9313,236.2987,220.0557,36.9605
JPM,2024-11-26,243.6888732910156,0.0,242.6569,237.2242,220.4854,36.9605
JPM,2024-11-27,243.51336669921875,-0.072,243.3574,237.3129,220.9282,15.9842
JPM,2024-11-27,243.51339721679688,0.0,243.5301,237.4016,221.3711,15.9842
JPM,2024-11-29,243.44515991210935,-0.028,243.693,237.8351,221.8175,9.2017
JPM,2024-11-29,243.4451446533203,-0.0,243.6137,238.2686,222.264,9.2017
JPM,2024-12-02,240.06236267089844,-1.3895,243.051,238.5698,222.6651,10.2657
JPM,2024-12-02,240.0623321533203,-0.0,242.5329,238.871,223.0662,10.2657
JPM,2024-12-03,238.6682891845703,-0.5807,241.8157,239.0507,223.448,10.1425
